movie_id,title,year,genres,overview,source,status
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),1994,Drama,"The film follows the lives and struggles of several teenagers, focusing on Aviya, an Israeli sabra whose father was killed in 1939 in Israel and whose mother suffers from mental illness. The youths, all orphans and most of them Holocaust survivors, live in a communal farming village. In the opening scene, set in the winter of 1953, a large group of adults and teenagers are shown searching for Misha, a young boy from the boarding house.",https://www.imdb.com/title/tt0109751/,found
694,"Substitute, The (1996)",1996,Action,"After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
695,True Crime (1995),1995,Mystery|Thriller,"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has a addiction to mystery novels and detective magazines (hence the title of the movie), which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim.",https://www.themoviedb.org/movie/37144,found
696,Butterfly Kiss (1995),1995,Thriller,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, because Eunice is eccentric, angry and extreme dangerous. One day she meets Miriam, hard of hearing and a little ingenuous, who feels sympathy for Eunice and takes her home. Miriam is very impressed by Eunice's fierceness and willfulness and follows her on the search for Judith. Shocked by Eunice's cruelty she tries to make her a better person, but she looses ground herself.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
697,Feeling Minnesota (1996),1996,Drama|Romance,"Sam Clayton's (Vincent D'Onofrio) marriage to ex-stripper Freddie (Cameron Diaz) comes about when she's strong-armed into the match by Red (Delroy Lindo), a club proprietor who once did her a favor. But Freddie falls in love with Jiaks (Keanu Reeves), Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
698,Delta of Venus (1994),1994,Drama,"A struggling American writer and a fellow American expatriate begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.",https://www.themoviedb.org/movie/38867,found
699,To Cross the Rubicon (1991),1991,Drama,"Kendall (Patricia Royce) just got dumped by her boyfriend, David (J.D. Souther). But it's nothing that a much younger rock musician -- and the advice of her best friend (and David's ex-), Claire (Lorraine Devon) -- couldn't fix. Only problem is, Claire and David have rekindled their lost romance. Now, Claire and Kendall's friendship is put to the ultimate test as they try to help each other decipher men and love in this romantic comedy.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
700,Angus (1995),1995,Comedy,"Angus is a large, pathetic 14 year old whose thoughts are most often filled with the image of one Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool-kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
701,Daens (1992),1992,Drama,"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the petite bourgeoisie in oppressing workers. He writes a few columns for the Catholic paper, and soon workers are listening and the powerful are in an uproar. He's expelled from the Catholic party, so he starts the Christian Democrats and is elected to Parliament. After Rome disciplines him, he must choose between two callings, as priest and as champion of workers. In subplots, a courageous young woman falls in love with a socialist and survives a shop foreman's rape; children die; prelates play billiards.",https://www.themoviedb.org/movie/44103,found
702,Faces (1968),1968,Drama,"An old married man leaves his wife for a younger woman. Shortly after, his ex-wife also begins a relationship with a younger partner.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
703,Boys (1996),1996,Drama,"Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
704,"Quest, The (1996)",1996,Action|Adventure,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",https://www.themoviedb.org/movie/9103,found
705,Cosi (1996),1996,Comedy,Lewis a young director get his first job directing a play at a mental hospital with the patients as the cast. The play that is decided on is Cosi fan tutte an opera by Mozart.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
706,Sunset Park (1996),1996,Drama,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
707,Mulholland Falls (1996),1996,Crime|Film-Noir|Thriller,"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
708,"Truth About Cats & Dogs, The (1996)",1996,Comedy|Romance,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
709,Oliver & Company (1988),1988,Animation|Children's,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
710,Celtic Pride (1996),1996,Comedy,"The National Basketball Association play-offs are taking place, and the Boston Celtics are facing the Utah Jazz in a crucial series. This is also the last year that any games will be played in the Boston Garden, which is going to be torn down after the end of the season. Mike and Jimmy, two die-hard sports fans who will risk anything for the Celtics to win, are really getting into the games...",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
711,Flipper (1996),1996,Adventure|Children's,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
